user_id,hour_of_day,historical_open_rate,historical_push_count,days_since_last_open,target_opened,site_web,campaign_type_promo,campaign_type_reminder,device_os_iOS,day_of_week_Mon,day_of_week_Sat,day_of_week_Sun,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,segment_inactive,segment_new
291,16,0.18,65,16,0,True,False,True,False,False,True,False,False,False,False,True,False
292,9,0.04,77,14,0,True,False,False,True,False,False,False,True,False,False,True,False
293,5,0.86,25,15,0,True,False,True,False,False,False,True,False,False,False,True,False
294,6,0.53,84,8,1,False,True,False,False,False,False,False,False,False,False,False,True
295,5,0.33,41,20,0,False,True,False,False,True,False,False,False,False,False,False,False
296,4,0.29,23,20,0,False,False,True,True,False,False,False,False,False,False,False,True
297,1,0.54,58,19,0,False,False,False,True,False,True,False,False,False,False,False,False
298,17,0.33,88,18,0,True,False,True,True,False,False,False,False,True,False,False,True
299,23,0.86,43,23,1,True,False,False,False,False,False,False,False,False,False,False,False
300,16,0.21,40,22,0,False,False,False,True,False,True,False,False,False,False,False,True
301,23,0.88,30,8,1,True,False,True,True,True,False,False,False,False,False,False,True
302,22,0.66,34,5,1,True,False,False,True,False,False,False,True,False,False,False,False
303,6,0.96,10,0,1,True,True,False,False,False,False,False,False,False,True,True,False
304,20,0.02,60,4,0,False,False,True,True,False,True,False,False,False,False,True,False
305,18,0.06,1,4,0,False,False,False,True,False,True,False,False,False,False,False,False
306,6,0.5,12,22,0,True,True,False,False,False,False,True,False,False,False,False,False
307,22,0.91,46,25,1,False,False,True,False,False,False,False,False,True,False,True,False
308,6,0.73,93,0,1,False,True,False,False,False,False,False,True,False,False,False,True
309,15,0.62,75,0,1,False,True,False,False,False,True,False,False,False,False,True,False
310,11,0.03,17,28,0,False,True,False,False,False,True,False,False,False,False,False,False
311,14,0.35,84,21,0,False,False,False,False,False,False,False,False,False,True,False,True
312,14,0.35,58,5,0,True,False,True,True,True,False,False,False,False,False,False,False
313,10,0.54,38,8,1,False,False,True,True,False,False,False,False,False,False,True,False
314,1,0.26,6,18,0,True,False,False,False,False,False,True,False,False,False,False,True
315,2,0.27,62,27,0,True,False,True,True,False,False,False,True,False,False,True,False
316,18,0.62,84,4,1,False,True,False,False,False,False,False,False,False,True,True,False
317,19,0.94,74,20,1,True,False,True,True,False,False,False,False,False,True,True,False
318,14,0.66,10,16,0,True,False,False,False,False,False,False,False,False,False,False,True
319,15,0.67,95,21,0,True,True,False,False,False,False,False,True,False,False,True,False
320,0,0.99,26,19,1,False,False,False,True,False,False,False,True,False,False,False,True
321,14,0.15,58,11,0,False,True,False,True,False,False,True,False,False,False,True,False
322,11,0.03,17,5,0,True,True,False,True,True,False,False,False,False,False,True,False
323,6,0.75,53,28,1,False,False,True,True,False,False,False,True,False,False,False,False
324,6,0.44,78,12,0,False,True,False,True,False,False,True,False,False,False,True,False
325,10,0.43,5,23,0,False,False,False,True,False,True,False,False,False,False,False,True
326,19,0.23,67,7,0,False,False,True,True,False,False,False,False,False,False,False,False
327,10,0.51,20,28,0,True,False,False,True,False,False,False,True,False,False,False,True
328,16,0.44,51,2,0,True,True,False,False,True,False,False,False,False,False,True,False
329,2,0.35,46,24,0,False,False,False,True,False,False,False,False,False,True,False,False
330,15,0.44,79,10,0,False,False,False,True,False,True,False,False,False,False,False,False
331,4,0.38,67,28,0,True,True,False,False,False,False,False,True,False,False,False,False
332,1,0.94,3,19,1,True,False,True,False,False,False,False,False,False,False,False,True
333,22,0.98,23,0,1,False,False,False,False,False,False,False,True,False,False,False,False
334,6,0.84,9,24,1,True,True,False,False,False,False,True,False,False,False,False,False
335,9,0.99,11,13,1,False,False,True,True,False,False,False,False,True,False,False,True
336,4,0.27,47,28,0,False,False,True,True,True,False,False,False,False,False,False,True
337,14,0.84,49,20,0,True,False,True,False,False,False,False,False,False,True,False,True
338,11,0.41,44,28,0,True,False,False,False,False,False,False,False,True,False,True,False
339,9,0.75,13,23,0,False,False,False,True,False,False,False,False,False,False,False,True
340,21,0.2,8,12,0,False,False,False,True,False,False,False,True,False,False,False,True
341,16,0.81,63,14,1,True,False,True,True,True,False,False,False,False,False,False,False
342,19,0.08,22,22,0,False,False,False,True,False,True,False,False,False,False,True,False
343,19,0.27,38,20,0,True,True,False,False,False,False,True,False,False,False,False,False
344,10,0.82,27,7,1,False,False,False,True,False,False,True,False,False,False,False,True
345,7,0.75,26,14,0,True,False,False,False,False,False,False,True,False,False,False,True
346,14,0.5,23,12,0,True,False,True,False,False,False,False,True,False,False,False,False
347,1,0.67,95,0,1,True,False,False,False,False,False,False,True,False,False,True,False
348,16,0.19,93,10,0,False,True,False,True,False,True,False,False,False,False,True,False
349,22,0.67,65,19,1,False,False,True,False,False,False,False,True,False,False,False,False
350,5,0.01,74,14,0,True,True,False,True,True,False,False,False,False,False,False,True
351,20,0.83,47,20,1,False,False,True,False,False,True,False,False,False,False,True,False
352,12,0.52,61,3,1,True,False,True,True,False,True,False,False,False,False,True,False
353,7,0.94,46,5,1,True,False,False,False,False,False,False,False,True,False,False,False
354,10,0.48,4,24,0,False,True,False,False,False,False,False,False,False,False,True,False
355,14,0.43,31,11,0,False,False,True,True,False,True,False,False,False,False,False,True
356,12,0.45,4,0,1,True,False,False,True,False,False,False,False,True,False,False,False
357,17,0.36,29,9,0,False,False,True,False,True,False,False,False,False,False,True,False
358,17,0.17,73,26,0,False,False,True,False,False,False,False,False,False,False,False,True
359,16,0.84,79,17,1,True,False,True,True,False,True,False,False,False,False,False,True
360,21,0.39,44,0,1,True,False,True,False,False,False,False,False,False,True,False,False
